movie_ID,production_budget,gross_income,net_income,cost_income_ratio
tt6512428,2700000,3588305,888305,0.7524443992358509
tt3062096,75000000,219519367,144519367,0.34165550413599727
tt1791528,20000000,14772346,-5227654,1.3538810964758068
tt1645089,2000000,7799257,5799257,0.25643468345766784
tt2042568,11000000,32943247,21943247,0.3339075835481548
tt2096673,175000000,854235992,679235992,0.20486142194767182
tt5726086,10000000,167885588,157885588,0.0595643742808942
tt7401588,48000000,119736188,71736188,0.40088131083645323
tt0816692,165000000,666379375,501379375,0.24760670301357993
tt2106361,50000000,150429371,100429371,0.33238189901093185
tt2180411,56200000,213116401,156916401,0.2637056544512499
tt1228705,170000000,621156389,451156389,0.2736830901372247
tt1300854,200000000,1215392272,1015392272,0.1645559253646464
tt1233301,25000000,5297411,-19702589,4.719286458989117
tt1396484,35000000,697457969,662457969,0.05018223542585976
tt4695012,5000000,19720203,14720203,0.25354708569683587
tt0804497,8000000,6632950,-1367050,1.2060998499913311
tt1319716,10000000,1642939,-8357061,6.08665324762514
tt1616195,35000000,84606030,49606030,0.41368209807267875
tt2176013,9200000,5806666,-3393334,1.5843859453944829
tt0790724,60000000,217370736,157370736,0.276026116045354
tt3393786,60000000,159946489,99946489,0.37512545836501604
tt1205537,60000000,131377412,71377412,0.4566995123941093
tt0810913,79000000,150519217,71519217,0.5248499266376067
tt1351685,195000000,197687603,2687603,0.9864047974723028
tt1116184,20000000,171685793,151685793,0.11649187536443391
tt1619029,9000000,36588512,27588512,0.2459788471310339
tt4196776,120000000,416168316,296168316,0.288344872462612
tt3614530,5000000,2368937,-2631063,2.110651317447446
tt1742044,40000000,65282732,25282732,0.6127194554296532
tt3348730,10000000,102445196,92445196,0.09761316675112809
tt2357129,18000000,43402515,25402515,0.41472251089596995
tt3532296,4000000,373375,-3626625,10.713090056913291
tt3614128,4000000,373375,-3626625,10.713090056913291
tt0401729,275000000,282778100,7778100,0.9724939802622622
tt2911666,30000000,76235001,46235001,0.39352003156660287
tt1634122,45000000,164640401,119640401,0.2733229494502993
tt1075747,47000000,11022696,-35977304,4.263929623025075
tt1397514,79000000,318146162,239146162,0.24831354086867785
tt2446980,60000000,101134059,41134059,0.593271946100769
tt1710396,27500000,31157914,3657914,0.8826008056893667
tt4374230,560000,8462,-551538,66.17820846135665
tt2283362,90000000,964496193,874496193,0.09331296551836156
tt1640484,7000000,38158601,31158601,0.18344488048710172
tt1617661,179000000,181982519,2982519,0.9836109588086315
tt0369610,215000000,1648854864,1433854864,0.13039352625520106
tt4881806,170000000,1305772799,1135772799,0.13019110225775196
tt5721088,22000000,6756412,-15243588,3.256166142621261
tt1407061,12000000,21867665,9867665,0.5487554341078483
tt0974015,300000000,655945209,355945209,0.4573552727938287
tt1702443,13000000,99034125,86034125,0.13126788367141123
tt4590482,1000000,17721,-982279,56.43022402798939
tt2215719,12000000,32700439,20700439,0.36696755049679913
tt4139124,15000000,20688141,5688141,0.7250530630084163
tt1999192,750000,7712436,6962436,0.0972455395415923
tt2609912,2500000,32327255,29827255,0.07733412564722864
tt4669186,10000000,23591043,13591043,0.42388969406736277
tt2166214,5600000,14683763,9083763,0.3813736301791305
tt1487931,15000000,20898221,5898221,0.7177644451171227
tt1250777,28000000,97531134,69531134,0.2870878134155602
tt1650554,28000000,63129909,35129909,0.44352986474287487
tt4254584,10000000,150191,-9849809,66.5818857321677
tt1458169,21000000,34836080,13836080,0.6028232797720064
tt1416801,12000000,1188194,-10811806,10.099360878779054
tt1216491,5000000,6656705,1656705,0.7511223645932935
tt1448755,70000000,65409046,-4590954,1.0701883650772097
tt1103153,75000000,95572749,20572749,0.784742521113419
tt1764234,15000000,39238443,24238443,0.3822781653186392
tt6017942,30000000,10096821,-19903179,2.971232232402654
tt1972591,175000000,139630336,-35369664,1.2533093095185275
tt4649466,104000000,408803696,304803696,0.25440083105315175
tt1198101,9200000,17155193,7955193,0.5362807634982597
tt1013743,117000000,258751370,141751370,0.4521715189372717
tt3605418,2000000,6328516,4328516,0.31602985597255345
tt3731562,185000000,561072059,376072059,0.32972591850274263
tt3850590,15000000,61788393,46788393,0.24276404146001984
tt4302938,55000000,77548122,22548122,0.7092370334899922
tt1302011,150000000,664837547,514837547,0.22561902629726177
tt2267968,140000000,517599142,377599142,0.2704795828274383
tt1592873,11000000,10431506,-568494,1.0544977877595048
tt3783958,20000000,426351163,406351163,0.04690968791845421
tt4925292,10000000,78610769,68610769,0.12720903417189572
tt1583420,30000000,61449135,31449135,0.48820866233511667
tt1204975,28000000,112914167,84914167,0.24797596921562554
tt6107548,4000000,246305,-3753695,16.240027608046933
tt1212450,26000000,54393687,28393687,0.47799664692705973
tt1508675,5500000,13480196,7980196,0.40800593700566373
tt1216492,19000000,32618920,13618920,0.5824840307404414
tt1537401,19000000,32618920,13618920,0.5824840307404414
tt1327773,30000000,177025498,147025498,0.1694671125851034
tt2467046,16000000,20769209,4769209,0.7703711778334938
tt3569230,25000000,42425450,17425450,0.5892689411662104
tt1219342,100000000,139716717,39716717,0.7157339661795804
tt1038686,26000000,67647574,41647574,0.38434489904989055
tt1228987,20000000,28270399,8270399,0.7074537575504328
tt5804314,3000000,7241309,4241309,0.41428973684177817
tt6184774,3000000,7241309,4241309,0.41428973684177817
tt1462054,3000000,3237452,237452,0.9266546654591327
tt0892318,30000000,82148538,52148538,0.3651921352513906
tt5442430,58000000,100929666,42929666,0.5746576036425207
tt1055292,38000000,105887837,67887837,0.35887030160036226
tt0454876,120000000,620912003,500912003,0.19326410090352208
tt5619332,30000000,65759911,35759911,0.45620499699277267
tt4786282,5000000,148806510,143806510,0.03360068050786219
tt5328340,5000000,148806510,143806510,0.03360068050786219
tt1758692,250000,3728400,3478400,0.06705289132067374
tt1219289,27000000,155564919,128564919,0.1735609813161025
tt0443272,65000000,273346281,208346281,0.2377936138812878
tt3741834,12000000,149570720,137570720,0.08022960643633995
tt1810683,20000000,17769299,-2230701,1.1255368036746976
tt0970866,100000000,310650574,210650574,0.3219050868388223
tt2361317,65000000,21774432,-43225568,2.985152494448535
tt1241226,300000,3496,-296504,85.81235697940504
tt1592525,20000000,33943049,13943049,0.589222258731088
tt3315342,127000000,615461394,488461394,0.2063492547836396
tt5439796,29000000,44264271,15264271,0.6551559382961486
tt1273221,8000000,433732,-7566268,18.444569457637435
tt3300542,60000000,195194085,135194085,0.3073863636800265
tt1091191,40000000,149804632,109804632,0.26701444051476325
tt2139881,40000000,43711031,3711031,0.9151008128817644
tt1276104,30000000,170466405,140466405,0.17598775547592502
tt0979434,17000000,24719879,7719879,0.6877056315688277
tt1125929,25000000,146149,-24853851,171.0583035121691
tt2279339,18000000,42227490,24227490,0.426262607604667
tt5164432,10000000,65520633,55520633,0.1526236781015226
tt4669986,9000000,12898064,3898064,0.6977791395669923
tt2872732,40000000,457507776,417507776,0.0874302079621921
tt1470023,10000000,8629895,-1370105,1.1587626500670054
tt0985694,12500000,46370970,33870970,0.2695652042646509
tt2002718,20000000,18273009,-1726991,1.0945104881193897
tt1586752,30000000,3721988,-26278012,8.060208684176306
tt1392190,150000000,370098020,220098020,0.4052980342883218
tt1277953,145000000,746921271,601921271,0.19413023250210798
tt1371155,8000000,15644196,7644196,0.5113717572958048
tt1787759,25000000,54160818,29160818,0.46158830171287296
tt1881002,4500000,1027760,-3472240,4.3784541138008874
tt1915581,7000000,170549753,163549753,0.041043741646462545
tt2268016,14500000,123660597,109160597,0.11725642890111553
tt1587310,180000000,758536735,578536735,0.2372989885585436
tt2023587,15000000,148095566,133095566,0.10128594937136741
tt0770828,225000000,667999518,442999518,0.33682659034493495
tt1568338,42000000,49621440,7621440,0.8464083267232874
tt4034228,8500000,77733867,69233867,0.10934744826215838
tt2304771,35000000,29890402,-5109598,1.170944438954016
tt6998518,6000000,1427656,-4572344,4.202693085729336
tt0466893,14000000,623292,-13376708,22.461382466003094
tt1615147,3400000,20433227,17033227,0.16639564568044
tt1392197,50000000,89895930,39895930,0.5561987066600235
tt1305591,150000000,39549758,-110450242,3.792690716337632
tt5301662,12000000,10116816,-1883184,1.186143940939521
tt1441326,1000000,5438911,4438911,0.18386033527667578
tt5028340,130000000,341528518,211528518,0.380641712619735
tt2328900,25000000,46734733,21734733,0.5349340500137232
tt3369806,20000000,43658157,23658157,0.4581045416094866
tt1472584,10000000,4563080,-5436920,2.191502230949271
tt4046784,61000000,310566162,249566162,0.19641547426535155
tt2097298,17000000,45707924,28707924,0.371926758257496
tt2674426,20000000,208265198,188265198,0.09603140703325766
tt2582496,8000000,9266180,1266180,0.8633546941673915
tt3522806,40000000,109738840,69738840,0.36450175708072
tt4191580,900000,9097072,8197072,0.09893293138715402
tt4003774,2000000,6049171,4049171,0.3306238160567787
tt1001526,130000000,321887208,191887208,0.4038681773275066
tt1527186,9400000,21817298,12417298,0.430850786380605
tt1409024,215000000,654213485,439213485,0.3286388998844926
tt2283336,110000000,3100000,-106900000,35.483870967741936
tt2172935,18000000,9082906,-8917094,1.9817446090491304
tt1664697,20000000,754301,-19245699,26.514614192477538
tt4981636,8500000,23311293,14811293,0.36463013870573374
tt1211890,200000,236806,36806,0.8445731949359391
tt2649554,18000000,7680250,-10319750,2.3436737085381334
tt1605783,30000000,162502774,132502774,0.18461223314255545
tt2823054,33000000,75898100,42898100,0.4347934928542348
tt4560436,35000000,66295121,31295121,0.5279423202199148
tt1647668,25000000,39217912,14217912,0.6374638201034262
tt2293640,74000000,1160336173,1086336173,0.06377462128813595
tt4257926,13000000,73798736,60798736,0.17615477858590967
tt1667353,85000000,173613482,88613482,0.48959331395703476
tt3658772,11000000,2352511,-8647489,4.675854863165358
tt5941692,15000000,15362298,362298,0.9764164189498212
tt4540710,18000000,7719630,-10280370,2.331717970939022
tt3521164,150000000,637517365,487517365,0.23528770859441608
tt5152894,4900000,17536004,12636004,0.27942511874427034
tt2241351,27000000,93466095,66466095,0.28887480535053917
tt1210166,50000000,111300835,61300835,0.4492329280368831
tt1470827,500000,5639730,5139730,0.08865672647449435
tt1453405,200000000,743588329,543588329,0.2689660289167879
tt1067774,20000000,39686769,19686769,0.5039462900091464
tt4975722,1500000,65245512,63745512,0.02299008704230875
tt1748122,16000000,68848446,52848446,0.23239449732823309
tt4520364,8000000,7298786,-701214,1.0960726893486121
tt1126618,40000000,59795070,19795070,0.6689514704138653
tt1571234,100000000,85287417,-14712583,1.1725059043586699
tt3045616,60000000,30396134,-29603866,1.9739352379483524
tt1333125,10000000,31164747,21164747,0.3208753788375051
tt0864835,145000000,269806430,124806430,0.5374223290378958
tt2473794,14000000,25187026,11187026,0.5558417258155052
tt2281587,55000000,79312301,24312301,0.6934611568008852
tt3402236,55000000,345922730,290922730,0.15899504493387873
tt3966404,1400000,5552584,4152584,0.25213486189493034
tt3719896,20000000,2246000,-17754000,8.904719501335707
tt3760922,18000000,92096558,74096558,0.1954470437429377
tt0872230,25000000,16727470,-8272530,1.4945475914767745
tt1655420,10000000,34240572,24240572,0.2920511958737138
tt1289419,1600000,2595644,995644,0.6164173515320283
tt1821549,12000000,24761360,12761360,0.4846260463884052
tt2369135,66000000,194169619,128169619,0.3399089947228047
tt2004420,18000000,270944428,252944428,0.0664342874030242
tt4438848,35000000,108757621,73757621,0.3218165281493239
tt3531824,20000000,70652284,50652284,0.2830764820002139
tt1334260,15000000,11173718,-3826282,1.342435883919748
tt6781982,29000000,103008792,74008792,0.28152936693015485
tt2692250,127000000,353756621,226756621,0.35900388137187683
tt2872718,8500000,50334418,41834418,0.16887053308135996
tt1781922,5000000,42844516,37844516,0.11670104990799757
tt2011159,13200000,54323210,41123210,0.24299005894533846
tt1411238,25000000,149228078,124228078,0.16752879441360893
tt1959490,130000000,352831065,222831065,0.3684482827497063
tt4550098,22500000,32398681,9898681,0.6944727163429893
tt2024469,50000000,222383055,172383055,0.22483727458461258
tt1594972,18000000,30535660,12535660,0.5894747321656058
tt3569356,800000,35688,-764312,22.416498542927595
tt1670345,75000000,342769200,267769200,0.2188061237707472
tt3110958,90000000,328325007,238325007,0.2741186266082985
tt1483013,120000000,287916633,167916633,0.41678731356934146
tt2910274,1000000,3324070,2324070,0.30083602330877507
tt5811420,7000000,10237229,3237229,0.683778784278441
tt1711525,45000000,91323299,46323299,0.49275486642242305
tt2302755,70000000,172878928,102878928,0.4049076472755546
tt4669788,20000000,38073377,18073377,0.525301446204785
tt3872966,25000000,9313302,-15686698,2.6843325815054637
tt1563738,15000000,59168692,44168692,0.2535124487794998
tt1598828,42000000,36197221,-5802779,1.160310069107239
tt1602613,4800000,4494560,-305440,1.0679577088747285
tt3829920,38000000,24555177,-13444823,1.5475351694675221
tt1922679,3000000,47469,-2952531,63.19914049168931
tt1204977,5000000,103300632,98300632,0.04840241442085272
tt4361050,9000000,81831866,72831866,0.10998160545428598
tt1305583,14000000,21410546,7410546,0.6538833713068317
tt1637706,5000000,25861249,20861249,0.1933394632254614
tt1206543,22000000,15434375,-6565625,1.4253897550111359
tt1563742,12000000,85369830,73369830,0.14056488105926884
tt1623205,200000000,490359051,290359051,0.40786439975388566
tt1663662,190000000,411002906,221002906,0.46228383601745143
tt2557478,155000000,290930148,135930148,0.5327739358246227
tt1980209,26000000,81275291,55275291,0.319900423364833
tt3332064,150000000,151525973,1525973,0.9899292974677021
tt3622592,12000000,85450484,73450484,0.1404322063289893
tt1623288,60000000,108119662,48119662,0.554940691546002
tt1413495,40000000,16340767,-23659233,2.4478655132895537
tt1536044,3000000,177512032,174512032,0.016900262850914803
tt1778304,5000000,207039844,202039844,0.024149940916686548
tt2109184,5000000,142817992,137817992,0.03500959458945481
tt2473510,10000000,77959374,67959374,0.12827193815076043
tt2473682,5000000,90904854,85904854,0.055002563449472124
tt1047540,25000000,120832383,95832383,0.2068981789426432
tt1904996,35000000,48543388,13543388,0.7210044754189798
tt2345112,10000000,1616353,-8383647,6.186767370741416
tt1355644,110000000,302239672,192239672,0.3639495744291305
tt5247022,5000000,10727536,5727536,0.46609025595439624
tt4572514,40000000,52837989,12837989,0.7570310823146581
tt6288250,1000000,1471090,471090,0.6797680631368577
tt1092026,40000000,101162106,61162106,0.39540497506052313
tt3450650,38000000,107650646,69650646,0.352993701496227
tt7388562,5000000,25529498,20529498,0.19585187299805112
tt1699755,11000000,9307166,-1692834,1.1818850120434083
tt1911658,132000000,366942531,234942531,0.3597293550035496
tt1716777,16000000,12617472,-3382528,1.2680828616065087
tt6850820,25000000,51800758,26800758,0.4826184203713776
tt0814255,95000000,223050874,128050874,0.42591180342113344
tt1854564,90000000,200859554,110859554,0.44807427980249326
tt0837563,21000000,109501146,88501146,0.19177881480802036
tt5117670,50000000,347136477,297136477,0.14403556904220124
tt1922685,18000000,1199510,-16800490,15.006127502063343
tt3088580,18000000,1199510,-16800490,15.006127502063343
tt2431286,12000000,98963392,86963392,0.12125695934108645
tt0464154,24000000,83660160,59660160,0.28687489959378515
tt1790809,230000000,788241137,558241137,0.2917888818583697
tt1298650,410600000,1045663875,635063875,0.3926692026154198
tt1981677,17000000,116044347,99044347,0.14649571857214208
tt2848292,29000000,287625468,258625468,0.1008255638892172
tt4765284,45000000,185736412,140736412,0.24227882683552646
tt2120120,90000000,244041804,154041804,0.36878927513582876
tt2556874,10000000,575371,-9424629,17.38009041123032
tt0878835,3000000,4570178,1570178,0.6564295745154783
tt2226519,2000000,28864,-1971136,69.29046563192905
tt2058673,100000000,126704591,26704591,0.7892373844606783
tt1029360,35000000,95713069,60713069,0.36567629024621495
tt1921064,80000000,108469033,28469033,0.7375376896740657
tt3960412,20000000,9537120,-10462880,2.0970691361752816
tt6175394,8500000,30700192,22200192,0.27687123259685154
tt3717490,120000000,142531552,22531552,0.84191884755454
tt1424381,40000000,127234389,87234389,0.3143804148735292
tt1547234,35000000,31393201,-3606799,1.1148910874045626
tt1374989,28000000,16638300,-11361700,1.682864234927847
tt0822847,60000000,84154026,24154026,0.7129783665965073
tt1392214,46000000,113402302,67402302,0.4056355046478686
tt2436386,12000000,32909437,20909437,0.3646370492451755
tt1636826,12000000,103028188,91028188,0.11647297922001695
tt1604171,8000000,10763183,2763183,0.7432745499170645
tt1446714,125000000,402448265,277448265,0.31059892878405126
tt6421110,30000000,21709539,-8290461,1.3818810247421651
tt2630916,2000000,72277,-1927723,27.671320060323477
tt0448694,130000000,554987477,424987477,0.23423951960631356
tt4341582,15000000,10055481,-4944519,1.491723767366275
tt0790736,130000000,79076678,-50923322,1.6439739666352702
tt1821694,84000000,141507355,57507355,0.5936087209035884
tt0935075,5000000,6205034,1205034,0.8057973574359142
tt3499096,5000000,23745772,18745772,0.21056380057889884
tt0493949,15000000,27469621,12469621,0.5460577705094657
tt2231461,120000000,428056280,308056280,0.2803369687742929
tt1192628,135000000,245724600,110724600,0.5493955428150051
tt1716760,40000,3632,-36368,11.013215859030836
tt1677720,150000000,579290136,429290136,0.25893760428194135
tt0433035,110000000,263880341,153880341,0.41685560805001387
tt1234719,65000000,48164150,-16835850,1.3495514817556211
tt0803061,9100000,20927794,11827794,0.43482843915608116
tt1748179,17700000,14518884,-3181116,1.2191019640352523
tt1486185,42000000,91678442,49678442,0.4581229685382306
tt2873282,69000000,145951861,76951861,0.47275861730875773
tt0873886,4000000,1983596,-2016404,2.0165396582771895
tt0485985,58000000,50365498,-7634502,1.1515819817764932
tt1893256,23000000,13593473,-9406527,1.6919885006576318
tt3059814,23000000,13593473,-9406527,1.6919885006576318
tt3104228,23000000,13593473,-9406527,1.6919885006576318
tt3279418,23000000,13593473,-9406527,1.6919885006576318
tt3319920,20000000,15824374,-4175626,1.2638730606341837
tt1403981,16000000,56506120,40506120,0.28315516974090593
tt1053424,32000000,18195238,-13804762,1.7587019197000886
tt1220634,57500000,295874190,238374190,0.194339357549234
tt1855325,65000000,240647629,175647629,0.27010446880405375
tt1498569,8000000,2772511,-5227489,2.8854709683748774
tt3623726,18000000,41166033,23166033,0.43725369408317777
tt1411250,38000000,94763758,56763758,0.4009971829103696
tt1408253,25000000,153733800,128733800,0.1626187604807791
tt2869728,40000000,124827316,84827316,0.320442682593608
tt0498381,25000000,82917283,57917283,0.3015052965495746
tt1436562,90000000,487519809,397519809,0.18460788328705635
tt2357291,130000000,492846291,362846291,0.26377392378509346
tt1446192,145000000,306900902,161900902,0.47246521289142385
tt1318514,93000000,470986200,377986200,0.19745801469342414
tt3231054,20000000,46255763,26255763,0.43237855572720746
tt3110770,1500000,113169,-1386831,13.25451316173157
tt0955308,210000000,322459006,112459006,0.6512455725922569
tt4532826,99000000,84747441,-14252559,1.168176865658988
tt1234721,120000000,242981799,122981799,0.49386415152848545
tt1990314,2500000,4934356,2434356,0.5066517292226179
tt1336608,70000000,61031932,-8968068,1.1469405884119808
tt3164256,15000000,3386153,-11613847,4.429805741205433
tt2066051,41000000,108642725,67642725,0.37738375947400066
tt3748528,200000000,1049102856,849102856,0.19063907686092507
tt6000478,22000000,12967012,-9032988,1.696612912828337
tt3170832,13000000,36262783,23262783,0.3584942722129187
tt2752688,10000000,3185717,-6814283,3.13901077842131
tt4799050,20000000,46844357,26844357,0.42694576851593885
tt1798243,5000000,567219,-4432781,8.814937440388986
tt2199571,50000000,66961644,16961644,0.7466961235300614
tt2364841,30000000,60512680,30512680,0.49576386304490233
tt1979320,38000000,98230839,60230839,0.38684389125496527
tt1742334,35000000,18376443,-16623557,1.904612334389196
tt1656190,33000000,41495213,8495213,0.7952724570904118
tt1702439,28000000,94050951,66050951,0.2977109715775229
tt1599348,85000000,208542162,123542162,0.4075914394711224
tt1862079,750000,4422318,3672318,0.16959431682660542
tt0944835,130000000,290650494,160650494,0.447272592628038
tt1251743,5500000,28468,-5471532,193.19938176197837
tt1230168,6500000,6423605,-76395,1.0118928545575265
tt2126355,110000000,456258539,346258539,0.24109137823719723
tt0881320,30000000,108957098,78957098,0.2753377297181685
tt4080386,2700000,8200000,5500000,0.32926829268292684
tt1700841,19000000,141344255,122344255,0.13442357455561246
tt1615065,45000000,82513490,37513490,0.5453653699534464
tt2140373,35000000,114962525,79962525,0.3044470361102455
tt1727776,15000000,15554855,554855,0.9643291435375
tt1262416,40000000,95989590,55989590,0.41671185385831944
tt1529567,5000000,16515203,11515203,0.30275134977148027
tt0479997,40000000,91126600,51126600,0.4389497687832093
tt2126357,15700000,63288854,47588854,0.24806895697621575
tt1741273,20000000,32608019,12608019,0.6133460606729897
tt1028576,35000000,60376247,25376247,0.5796981716998739
tt1307068,10000000,11766959,1766959,0.8498372434203264
tt6476140,25000000,11367029,-13632971,2.1993433816347263
tt1931533,13500000,33035736,19535736,0.4086483800451729
tt1956620,40000000,126069509,86069509,0.3172852842633027
tt1261945,95000000,294680778,199680778,0.3223827514124454
tt5314190,25000000,3645957,-21354043,6.856910270746473
tt4463894,30000000,600000,-29400000,50.0
tt1723811,6500000,20412841,13912841,0.3184270136626254
tt1633356,25000000,18877153,-6122847,1.324352247396628
tt0448115,85000000,362899733,277899733,0.23422447654432416
tt0815236,20000000,48680977,28680977,0.41083809801105675
tt2296777,59000000,87527651,28527651,0.6740726996089499
tt1515091,125000000,535663443,410663443,0.23335548026188527
tt1976608,500000,1131261,631261,0.44198465252492575
tt0892791,165000000,756244673,591244673,0.21818335505815853
tt2582500,10000000,11360665,1360665,0.8802301625829122
tt1130884,80000000,299461782,219461782,0.2671459425162975
tt3397884,30000000,84393749,54393749,0.3554765649763942
tt5052474,35000000,75885196,40885196,0.4612230295880108
tt2053463,30000000,66742138,36742138,0.44949114455997796
tt0490215,46500000,23726626,-22773374,1.9598235332743896
tt1045658,21000000,236412453,215412453,0.08882780806813083
tt0458481,65000000,40650842,-24349158,1.5989828697767194
tt3470600,75000000,634454789,559454789,0.11821173281426677
tt1922777,3000000,87727807,84727807,0.03419668292859526
tt2752772,10000000,54104225,44104225,0.1848284491645523
tt1850457,30000000,106030660,76030660,0.2829370297232895
tt4793074,30000000,106030660,76030660,0.2829370297232895
tt1074638,200000000,1110526981,910526981,0.18009467885229166
tt1564585,10000000,68264973,58264973,0.1464880093045668
tt5758778,125000000,304115534,179115534,0.411028000957031
tt5690360,10000000,51723644,41723644,0.19333517955540797
tt6182908,80000000,213691277,133691277,0.374371856086573
tt2398241,60000000,197578586,137578586,0.30367663426845254
tt2334871,42000000,57852177,15852177,0.7259882372274427
tt0882977,15000000,57907734,42907734,0.25903275717885976
tt1541995,6000000,11348205,5348205,0.5287179778652219
tt1735898,170000000,401021746,231021746,0.42391716084144726
tt3774114,50000000,35380918,-14619082,1.4131911444468457
tt3778644,275000000,393151347,118151347,0.6994761739936249
tt0491152,35000000,65084116,30084116,0.5377656201092137
tt1421051,7000000,17023121,10023121,0.41120544229228
tt3210686,22000000,70949793,48949793,0.31007842404839714
tt5688932,3200000,18285560,15085560,0.1750014765749586
tt1596346,18000000,47158652,29158652,0.3816902993749694
tt0945513,32000000,140428499,108428499,0.2278739730743686
tt1798684,30000000,94156456,64156456,0.31861861920546375
tt1876451,10000000,24660323,14660323,0.40550969263460174
tt2503358,150000,32927,-117073,4.555531934278859
tt2379713,300000000,879620923,579620923,0.34105600737284875
tt2250912,175000000,880166350,705166350,0.19882605146174925
tt1895587,20000000,92088460,72088460,0.21718247867322354
tt7785302,20000000,92088460,72088460,0.21718247867322354
tt2170593,13000000,54837234,41837234,0.2370652028145694
tt1303803,5600000,531806,-5068194,10.530155733481758
tt2660888,185000000,335802233,150802233,0.5509195050528446
tt1408101,190000000,467381584,277381584,0.4065200823145826
tt1193631,30000000,165889117,135889117,0.18084368970388817
tt1800741,33000000,165552290,132552290,0.1993327908662574
tt2080374,30000000,35579007,5579007,0.8431938530493558
tt1682180,12000000,12034913,34913,0.9970990234827622
tt1656186,35000000,17967746,-17032254,1.947934927397126
tt1423995,22000000,4065020,-17934980,5.412027493099665
tt4624424,70000000,183353431,113353431,0.38177633010859774
tt1398426,28000000,202182981,174182981,0.13848841213791382
tt2268573,1900000,285593,-1614407,6.6528241238405705
tt2325977,10000000,161097,-9838903,62.0744023786911
tt0999913,25000000,11253821,-13746179,2.2214677130549703
tt3881784,30000000,8786752,-21213248,3.4142308784861575
tt5738152,30000000,8786752,-21213248,3.4142308784861575
tt0978764,75000000,89758389,14758389,0.8355764941369436
tt3077214,14000000,34044909,20044909,0.4112215426982049
tt1386697,175000000,746059887,571059887,0.23456562006529644
tt3263904,60000000,238524556,178524556,0.25154642778163266
tt4832640,11000000,72989781,61989781,0.15070602828634327
tt1650062,50000000,257972745,207972745,0.1938189245534446
tt3247714,20000000,1703281,-18296719,11.742043737938719
tt1034415,20000000,7034615,-12965385,2.843083807713713
tt2112277,8000000,44197,-7955803,181.00776070774035
tt4034354,3000000,5837111,2837111,0.5139528784016614
tt1412528,5000000,4620399,-379601,1.0821576231836254
tt2854926,28000000,77026186,49026186,0.36351274097876274
tt0810922,19000000,7576604,-11423396,2.5077198174802326
tt1675192,4750000,4972016,222016,0.955346885448478
tt1397280,45000000,377807404,332807404,0.11910830630518823
tt1135084,32000000,70587268,38587268,0.45333954559623985
tt2103254,20000000,96407655,76407655,0.20745240613932575
tt0398286,260000000,586477240,326477240,0.4433249617666322
tt1637725,50000000,556016627,506016627,0.08992536836492841
tt2637276,68000000,217214143,149214143,0.3130551218297052
tt8043306,1500000,98806,-1401194,15.181264295690545
tt1291150,125000000,485004754,360004754,0.25772943248304736
tt3949660,135000000,245328374,110328374,0.5502828629190686
tt4131188,250000,18823,-231177,13.281623545662221
tt1572315,20000000,47666013,27666013,0.41958617348591754
tt2776878,20000000,9985316,-10014684,2.002941118738756
tt1800246,8000000,53068955,45068955,0.15074726834172633
tt1232200,57500000,58085235,585235,0.9899245479509552
tt6802308,30000000,56096200,26096200,0.5347955833015428
tt2006295,25000000,28400715,3400715,0.880259528677359
tt2304933,38000000,111336398,73336398,0.3413079701033619
tt0429493,110000000,177241171,67241171,0.6206232975068755
tt2140479,40000000,152962083,112962083,0.26150271502251965
tt1385826,50200000,126931325,76731325,0.39548945069312086
tt0983193,130000000,373993951,243993951,0.34759920488660523
tt1655441,30000000,68984536,38984536,0.43488007225271474
tt0948470,220000000,757890267,537890267,0.29027948976154355
tt1872181,200000000,708996336,508996336,0.2820889048995029
tt1440728,20000000,67950723,47950723,0.294330937435353
tt1985949,73000000,352327887,279327887,0.20719336360678142
tt1433822,17000000,10637281,-6362719,1.5981527610298158
tt1645080,4000000,1989035,-2010965,2.01102544701325
tt1655442,16000000,128256712,112256712,0.12474980646626899
tt1825978,16000000,128256712,112256712,0.12474980646626899
tt0848228,225000000,1517935897,1292935897,0.14822760331624202
tt3691740,140000000,199646680,59646680,0.7012388084790591
tt2321549,2000000,7482387,5482387,0.2672943807905151
tt1212436,35000000,75281179,40281179,0.4649236431326348
tt1321860,21000000,5046038,-15953962,4.161680906881795
tt2083355,17000000,72835710,55835710,0.2334019947083649
tt4807408,10000000,10205616,205616,0.9798526615149933
tt1972779,26000000,41059418,15059418,0.6332286541421508
tt1596363,28000000,133162752,105162752,0.21026900976032697
tt5462602,5000000,53972860,48972860,0.09263915234434492
tt1931435,32500000,48425971,15925971,0.6711274823998883
tt1053810,41000000,7684524,-33315476,5.3353987833208665
tt4196450,10000000,16891011,6891011,0.5920308736996264
tt0816442,19000000,76086711,57086711,0.24971509150921242
tt1037705,80000000,158750817,78750817,0.503934414397376
tt2262227,50000000,97651543,47651543,0.5120246794257004
tt2702724,29000000,78652207,49652207,0.36871184047003286
tt3874544,125000000,510878762,385878762,0.24467644634638383
tt3253232,3000000,421404,-2578596,7.119059145143378
tt1038919,45000000,135808837,90808837,0.3313480992404051
tt1194173,125000000,280355920,155355920,0.44586181736415625
tt0787474,60000000,111946251,51946251,0.5359714993939368
tt3882082,10000000,68220952,58220952,0.14658253376470032
tt3181822,4000000,53401938,49401938,0.07490364862788312
