movie_ID,average_rating
tt1127897,5.4
tt1183352,6.7
tt1193626,6.8
tt1201607,8.1
tt1225703,6.0
tt1228705,7.0
tt1230120,5.5
tt1232775,6.4
tt1232828,5.9
tt1235430,6.3
tt1247673,5.1
tt1274639,5.5
tt1277373,6.2
tt1279105,4.1
tt1285240,5.6
tt1294212,5.6
tt1296881,5.2
tt1303680,3.8
tt1316033,4.9
tt1329320,7.8
tt1332110,4.4
tt1338705,2.6
tt1345444,6.7
tt1345505,6.1
tt1345834,7.1
tt1352380,6.7
tt1362518,7.2
tt1363368,6.9
tt1365483,4.7
tt1373403,2.4
tt1378811,2.4
tt1380190,5.2
tt1380995,5.1
tt1382720,5.5
tt1383705,5.1
tt1388369,5.3
tt1398028,5.1
tt1400502,8.6
tt1408029,5.1
tt1410198,4.6
tt1414353,6.4
tt1417054,6.7
tt1419453,8.3
tt1423953,7.3
tt1429445,6.2
tt1437354,5.5
tt1438214,5.0
tt1440161,6.3
tt1450651,5.5
tt1453262,6.3
tt1458408,8.2
tt1458730,7.3
tt1460646,3.2
tt1483386,7.2
tt1489889,6.3
tt1490753,6.8
tt1490785,5.8
tt1491603,3.6
tt1493816,2.9
tt1496374,7.7
tt1500694,4.6
tt1502422,6.5
tt1506998,5.7
tt1510926,5.9
tt1511354,5.6
tt1515941,8.1
tt1517260,5.9
tt1517506,5.2
tt1519640,6.1
tt1520956,4.5
tt1521223,6.9
tt1526284,5.6
tt1527721,8.0
tt1529292,6.4
tt1531683,8.5
tt1533749,6.9
tt1534834,8.2
tt1537485,7.7
tt1539146,6.3
tt1540995,7.2
tt1543004,6.2
tt1546401,5.1
tt1550643,5.6
tt1550902,7.0
tt1555440,6.4
tt1563127,7.2
tt1563712,6.5
tt1565064,7.7
tt1566501,6.6
tt1567127,5.5
tt1567611,7.1
tt1570103,7.4
tt1572169,5.3
tt1572501,5.8
tt1572769,6.9
tt1578709,4.3
tt1579391,6.5
tt1582482,5.9
tt1582483,5.3
tt1583279,7.2
tt1585660,6.7
tt1586001,7.2
tt1586516,7.5
tt1587220,6.4
tt1590193,6.3
tt1590970,6.4
tt1591123,5.5
tt1592583,4.2
tt1594537,4.9
tt1595366,7.6
tt1595633,7.4
tt1596753,6.7
tt1596771,5.8
tt1597725,6.1
tt1599296,6.2
tt1601913,6.8
tt1603362,8.4
tt1603489,6.4
tt1603933,4.2
tt1605777,5.4
tt1607562,7.8
tt1608285,6.3
tt1608777,7.1
tt1609159,6.9
tt1609168,8.0
tt1611224,5.9
tt1611907,4.5
tt1612305,6.7
tt1612317,8.3
tt1612610,8.5
tt1613032,5.6
tt1613046,3.1
tt1616543,7.2
tt1618442,6.0
tt1619826,8.5
tt1621896,8.1
tt1622991,2.8
tt1623280,6.7
tt1624385,3.4
tt1633224,6.2
tt1633281,8.4
tt1637718,6.2
tt1638364,7.3
tt1640617,5.0
tt1644655,6.0
tt1646127,6.4
tt1646961,7.7
tt1646962,6.2
tt1646981,5.9
tt1648112,6.4
tt1648168,4.7
tt1652408,6.9
tt1653855,7.1
tt1654523,6.8
tt1655431,6.5
tt1657400,6.1
tt1657422,5.9
tt1659187,7.1
tt1659216,3.4
tt1660379,6.7
tt1661219,7.2
tt1662293,4.4
tt1662546,6.4
tt1663145,7.1
tt1663168,6.0
tt1663655,4.0
tt1663691,6.3
tt1664814,7.4
tt1665722,7.4
tt1666329,5.5
tt1666538,4.8
tt1666700,5.4
tt1666710,5.5
tt1667141,6.5
tt1667145,4.5
tt1667156,6.2
tt1671465,6.2
tt1671547,7.2
tt1672133,4.0
tt1672214,7.4
tt1673645,5.8
tt1674217,6.7
tt1674692,5.1
tt1674741,8.4
tt1675167,7.3
tt1677514,4.2
tt1677677,6.1
tt1679595,6.5
tt1680089,5.5
tt1682949,6.7
tt1686030,6.2
tt1691329,6.2
tt1691924,2.9
tt1692253,8.0
tt1693039,6.3
tt1693679,3.4
tt1694115,6.7
tt1694537,6.6
tt1696494,6.8
tt1698537,6.1
tt1698656,3.9
tt1699222,7.6
tt1702622,7.0
tt1704201,2.2
tt1705787,5.6
tt1706317,3.9
tt1706670,6.3
tt1708537,8.1
tt1709143,5.5
tt1711428,4.8
tt1711522,5.2
tt1714208,6.0
tt1714885,7.3
tt1714920,5.0
tt1715336,6.5
tt1719052,6.8
tt1719490,7.8
tt1720267,4.2
tt1720280,6.0
tt1725047,6.3
tt1726707,8.1
tt1731697,5.1
tt1732177,6.4
tt1733536,6.5
tt1737071,6.1
tt1737156,6.2
tt1737768,6.9
tt1737795,3.4
tt1740053,5.0
tt1740798,5.2
tt1742184,8.2
tt1744823,5.0
tt1744847,7.7
tt1745649,7.5
tt1753535,3.6
tt1753666,7.5
tt1753881,7.0
tt1754455,6.5
tt1754780,8.7
tt1754787,5.4
tt1756659,6.5
tt1756708,7.4
tt1756823,5.9
tt1757717,6.7
tt1757912,5.7
tt1758607,7.5
tt1760947,3.1
tt1760967,7.1
tt1764315,7.0
tt1764547,2.3
tt1766203,6.8
tt1769305,7.3
tt1772317,6.8
tt1772845,6.7
tt1773426,7.9
tt1774326,8.5
tt1774531,6.6
tt1774562,4.1
tt1776798,7.1
tt1777595,6.6
tt1778918,4.8
tt1780790,3.7
tt1781755,5.3
tt1783305,6.4
tt1784365,4.4
tt1784486,4.2
tt1784490,4.4
tt1784654,7.4
tt1785344,6.7
tt1787636,2.0
tt1787759,4.7
tt1787810,7.3
tt1790807,6.0
tt1795588,3.4
tt1797498,4.5
tt1797504,7.0
tt1798085,6.0
tt1801038,7.5
tt1801098,5.4
tt1802806,7.0
tt1803190,8.5
tt1804528,6.8
tt1808339,6.2
tt1810861,5.6
tt1813225,4.0
tt1814797,6.3
tt1814842,7.9
tt1815659,6.0
tt1815979,7.1
tt1817287,7.1
tt1817733,6.9
tt1818377,6.0
tt1820678,5.5
tt1821362,5.8
tt1821368,7.0
tt1821406,6.9
tt1822255,6.7
tt1822302,6.2
tt1823172,3.6
tt1823197,5.4
tt1824974,6.3
tt1825166,4.7
tt1825833,3.3
tt1825901,8.0
tt1826610,6.4
tt1827528,6.6
tt1830900,7.8
tt1831825,4.5
tt1832359,4.7
tt1832447,2.8
tt1832894,8.1
tt1834308,7.3
tt1836926,4.0
tt1836940,7.0
tt1838563,7.2
tt1838729,4.7
tt1839522,7.8
tt1839523,8.9
tt1841830,5.9
tt1843967,6.3
tt1843968,2.7
tt1846488,4.6
tt1847591,7.7
tt1848903,6.3
tt1851848,5.1
tt1852113,7.1
tt1855153,5.7
tt1855325,5.4
tt1858729,6.0
tt1859501,6.7
tt1859565,6.6
tt1859624,3.6
tt1862058,5.4
tt1863262,6.8
tt1863426,4.6
tt1865346,4.6
tt1866092,8.3
tt1867080,4.0
tt1867521,6.4
tt1869236,5.7
tt1869345,7.7
tt1869682,7.6
tt1869721,5.9
tt1870372,3.8
tt1872026,4.9
tt1874451,5.6
tt1874689,4.6
tt0100275,6.5
tt0443272,7.4
tt0462335,5.6
tt0464032,8.0
tt0473122,6.4
tt0481499,7.2
tt0482459,6.8
tt10156610,9.2
tt10172308,6.6
tt10235018,3.0
tt1027820,5.6
tt10289996,6.8
tt1038919,5.6
tt1043757,4.8
tt1087461,4.7
tt1095399,6.0
tt1095417,7.8
tt1109488,6.0
tt1134846,6.4
tt1143896,5.9
tt1149293,8.9
tt1152822,6.4
tt1155076,6.2
tt1173687,7.0
tt1173957,7.7
tt1183307,4.3
tt1183944,4.5
tt1207924,5.2
tt1219342,7.0
tt1222816,7.4
tt1229340,6.3
tt1233334,7.2
tt1233600,5.7
tt1242599,6.4
tt1242658,6.4
tt1244658,5.9
tt1244661,7.6
tt1255953,8.3
tt1262892,6.8
tt1286766,5.7
tt1303782,5.8
tt1305059,6.5
tt1307972,2.8
tt1309183,4.8
tt1309374,3.7
tt1312233,7.0
tt1318517,6.5
tt1320253,6.5
tt1324061,6.9
tt1324999,4.9
tt1334260,7.1
tt1334455,4.8
tt1337366,6.5
tt1339340,5.6
tt1344836,7.5
tt1345506,7.0
tt1356409,9.0
tt1367454,6.5
tt1374989,5.8
tt1381402,6.7
tt1384927,7.1
tt1386683,6.9
tt1390533,4.4
tt1390540,5.7
tt1396219,5.4
tt1403846,6.2
tt1409024,6.8
tt1412697,3.1
tt1414382,5.8
tt1415255,5.6
tt1415284,3.9
tt1423922,7.1
tt1424003,6.4
tt1431160,6.8
tt1433812,8.3
tt1434443,7.1
tt1438534,4.9
tt1442578,7.1
tt1447508,7.4
tt1449393,5.8
tt1454609,6.4
tt1457764,5.9
tt1464736,6.8
tt1465475,8.3
tt1468840,5.1
tt1473832,6.5
tt1478965,5.6
tt1479190,7.6
tt1484522,7.0
tt1485055,8.2
tt1486192,6.4
tt1491611,6.3
tt1493099,4.3
tt1496832,6.3
tt1498784,7.1
tt1501650,6.9
tt1502402,4.4
tt1507250,5.6
tt1510912,7.3
tt1512220,5.3
tt1512738,7.0
tt1513183,6.8
tt1515091,7.5
tt1519431,7.4
tt1523581,8.3
tt1526610,6.7
tt1527823,4.8
tt1531677,7.1
tt1532266,5.4
tt1535485,7.9
tt1535616,5.8
tt1535617,4.6
tt1538819,6.5
tt1540933,6.9
tt1545754,5.3
tt1546420,5.8
tt1548021,6.8
tt1548899,4.8
tt1550524,6.8
tt1553312,6.6
tt1555209,6.7
tt1558856,4.6
tt1558952,8.2
tt1559547,6.2
tt1563675,6.2
tt1564972,7.0
tt1566948,5.6
tt1568335,7.8
tt1568924,7.0
tt1570101,7.8
tt1570728,7.4
tt1571739,5.7
tt1579242,7.0
tt1579396,4.6
tt1582478,7.8
tt1582658,4.5
tt1588310,6.4
tt1588860,6.0
tt1594450,7.2
tt1595852,7.0
tt1598435,7.2
tt1600076,7.5
tt1600731,7.6
tt1600801,8.0
tt1601235,8.1
tt1601814,5.4
tt1606379,6.6
tt1611056,1.0
tt1612750,4.0
tt1612782,5.5
tt1613874,5.6
tt1615031,6.8
tt1615480,5.7
tt1616152,4.7
tt1618447,6.6
tt1619647,8.3
tt1623759,5.4
tt1625150,7.2
tt1628026,8.2
tt1628042,6.5
tt1629716,4.0
tt1630038,6.8
tt1632544,7.1
tt1632724,6.7
tt1639082,4.7
tt1640569,5.4
tt1641410,6.8
tt1641917,9.1
tt1641975,5.5
tt1645184,4.5
tt1646926,5.2
tt1646957,5.3
tt1646982,6.5
tt1647692,5.2
tt1649431,8.2
tt1650058,5.7
tt1651507,6.6
tt1653700,5.9
tt1654072,6.3
tt1656194,5.5
tt1659198,6.1
tt1659304,8.4
tt1660303,3.6
tt1661388,5.0
tt1662295,3.9
tt1666184,5.2
tt1666287,5.9
tt1666823,3.8
tt1667457,3.2
tt1667852,4.7
tt1667890,7.1
tt1668050,7.7
tt1670632,6.8
tt1670634,6.2
tt1670703,8.3
tt1671571,7.2
tt1671616,6.5
tt1672169,6.6
tt1673654,5.4
tt1674093,8.4
tt1674785,7.2
tt1675163,5.9
tt1675742,5.8
tt1686039,5.9
tt1686834,8.4
tt1691454,4.4
tt1691917,5.7
tt1692889,7.1
tt1693809,7.3
tt1693837,6.1
tt1698566,6.2
tt1699202,6.3
tt1700492,5.1
tt1700810,6.7
tt1701214,7.7
tt1703237,5.6
tt1705047,6.0
tt1705933,6.1
tt1710354,4.3
tt1710551,7.1
tt1710625,6.8
tt1711475,4.2
tt1714148,7.6
tt1714151,5.4
tt1714910,5.8
tt1715210,7.4
tt1715344,6.8
tt1715752,5.2
tt1715788,4.4
tt1716759,4.7
tt1716772,6.8
tt1719558,7.6
tt1720170,8.4
tt1720182,6.8
tt1722450,7.5
tt1722454,6.8
tt1723805,5.8
tt1726861,6.7
tt1726888,7.1
tt1727252,5.7
tt1727523,5.5
tt1729609,6.6
tt1733140,6.7
tt1734586,5.3
tt1735945,5.5
tt1736010,6.4
tt1737150,6.1
tt1739196,4.1
tt1739212,6.1
tt1740113,6.9
tt1740697,6.7
tt1745813,5.5
tt1748016,5.3
tt1748159,6.6
tt1753722,7.4
tt1754001,5.7
tt1754146,7.4
tt1756529,7.1
tt1756874,7.1
tt1757800,6.9
tt1757901,4.6
tt1758780,7.2
tt1760924,3.6
tt1763241,7.3
tt1763280,5.9
tt1764730,4.5
tt1766164,8.5
tt1769383,6.3
tt1770676,6.2
tt1772230,5.9
tt1772288,7.0
tt1772770,5.1
tt1773677,4.0
tt1777620,5.2
tt1779086,5.0
tt1783350,6.7
tt1783422,7.1
tt1785385,3.7
tt1785612,7.4
tt0312305,5.1
tt0326965,5.5
tt0393049,5.5
tt0406282,8.6
tt0427543,7.6
tt0460778,4.9
tt0465637,7.8
tt0494229,7.3
tt1037705,6.9
tt1072748,5.4
tt1073240,4.2
tt1073519,3.6
tt1103255,3.8
tt1105355,6.8
tt1106884,4.9
tt1120985,7.4
tt1144815,4.0
tt1153546,3.0
tt1174042,6.3
tt1179056,5.2
tt1179933,7.2
tt1182942,2.9
tt1186365,5.3
tt1211956,6.7
tt1217613,5.8
tt1223980,5.6
tt1225834,5.4
tt1229402,6.8
tt1230196,4.5
tt1235189,6.8
tt1247639,7.6
tt1258998,3.2
tt1267297,6.0
tt1270296,5.8
tt1270797,6.7
tt1276121,7.8
tt1298649,5.7
tt1298650,6.6
tt1301710,2.1
tt1304615,5.7
tt1308182,4.3
tt1309575,6.7
tt1312254,5.8
tt1316624,6.2
tt1319707,5.1
tt1319718,7.0
tt1320115,5.2
tt1322385,7.6
tt1323004,6.9
tt1323594,7.7
tt1327720,5.7
tt1334515,5.1
tt1339161,6.8
tt1349646,1.9
tt1351133,6.1
tt1351685,6.3
tt1360843,5.0
tt1363125,2.6
tt1371081,7.7
tt1379234,5.9
tt1383251,6.8
tt1385591,2.9
tt1395054,7.4
tt1398423,7.9
tt1401143,6.7
tt1401643,6.8
tt1403249,6.3
tt1405365,6.6
tt1413492,6.6
tt1417038,5.9
tt1417067,7.3
tt1421036,6.7
tt1421048,6.2
tt1426389,4.0
tt1427937,8.9
tt1431122,4.2
tt1433271,7.6
tt1433856,6.6
tt1436035,5.3
tt1436045,7.6
tt1437364,7.2
tt1438216,7.1
tt1440755,5.4
tt1444257,6.0
tt1449379,4.5
tt1450666,8.4
tt1452599,3.7
tt1453967,6.0
tt1454542,3.7
tt1461211,6.6
tt1465482,6.4
tt1466567,6.4
tt1466570,6.7
tt1468703,2.8
tt1469884,6.3
tt1472195,4.7
tt1482980,8.0
tt1497617,3.5
tt1504385,6.6
tt1505387,8.5
tt1509638,6.5
tt1511329,6.1
tt1512720,6.8
tt1513829,4.2
tt1515059,7.5
tt1516009,4.7
tt1519396,6.1
tt1521242,5.4
tt1524542,6.1
tt1530929,6.3
tt1531017,7.4
tt1533818,6.7
tt1534786,5.7
tt1540814,7.1
tt1542484,3.6
tt1558152,6.5
tt1560139,7.5
tt1560974,5.8
tt1562871,4.8
tt1562904,7.1
tt1563738,7.0
tt1564051,6.6
tt1565068,7.2
tt1567128,6.5
tt1568341,6.3
tt1570583,6.0
tt1570594,5.4
tt1570619,2.8
tt1570989,6.2
tt1572504,8.5
tt1572775,7.0
tt1583420,6.1
tt1583948,2.4
tt1584141,8.2
tt1587427,4.2
tt1588866,5.3
tt1589511,6.7
tt1590956,5.7
tt1591097,3.0
tt1591479,6.5
tt1592522,8.2
tt1592527,7.6
tt1592557,7.0
tt1592744,7.7
tt1592770,7.1
tt1593636,6.3
tt1594558,6.5
tt1594972,3.6
tt1600049,8.1
tt1600207,6.3
tt1601195,6.9
tt1604159,4.6
